item_no,property_no,acquisition_date,measurement_unit,quantity,particulars, unit_cost ,remarks,end_user,status
5,2019-078,2019-01-17,17,1,Heavy Duty Paper Cutter,"1,495.00",from: L. Say-Awen,366,Active
6,2018-693,2018-11-26,30,1,"Heavy Duty Plastic Box, 4 wheels, blue","1,500.00",from: L. Say-Awen,366,Active
7,2019-810,2019-11-07,30,1,"Document Scanner, scan size up to legal, 60 sheets feeder capacity, Epson DS 310","14,999.00",from: L. Say-Awen,366,Active
8,2018-710,2018-11-26,17,1,"Anycast, m4plus, high definition, supports IOS & Android","1,790.00",from: L. Say-Awen,366,Active
9,22-08-083,2022-05-21,30,1,"Laptop, Acer Aspire 5, Intel Core i7 1165 G7, 8GB x 2+16Gb, 1TB + 256GB, Win 10 Home, 14""","59,300.00",,366,Active
10,2022-646,2022-09-08,30,1,CPU Assembled,"32,327.00",,366,Active
11,"2022-488,2022-489,2022-490",2022-09-05,30,3,"UPS, APC 1000VA/600W","5,850.00",,366,Active
12,2022-673,2022-11-23,30,1,"Bluetooth Headset, Poly Voyager 4220","13,500.00",,366,Active
13,2022-674,2022-11-23,30,1,"Printer, Brother DCP-T420W","10,800.00",,366,Active
14,2023-316,2023-07-13,17,1,"LCD Projector with white screen, Epson EB-X51","30,500.00",,366,Active
15,2022-496,2022-09-07,17,1,"Monitor, Atlas, Gamdias 21.5""","4,870.00",from: D. Babon,366,Active
16,"2023-190,2023-191,2023-192",2023-05-05,17,3,"Office Table, with glass top, 3 side drawers","9,900.00",from: D. Babon,366,Active
17,"2023-435,2023-436",2023-08-07,17,2,"UPS, AWP 1000VA/600W","3,250.00",,366,Active
18,2023-434,2023-08-04,17,1,"Printer, Epson L5290, Wireless","14,000.00",,366,Active
19,"2023-678,2023-679",2023-11-06,17,2,"Central Processing Unit, Intel Core i5-11400 Processor, B560M Motherboard, Kingston 16GB RAM, Samsung 1TB NVME M.2 SSD, Samsung 1TB Sata SSD, Gigabyte 850W 80+ Gold PSU, Casing MEsh w/ 4 pcs ARGB Fans","42,250.00",,366,Active
20,"2023-680,2023-681",2023-11-06,17,2,"Wireless Keyboard and Mouse, A4Tech",750,,366,Active
21,"2023-682,2023-683",2023-11-06,17,2,"Monitor, AOC 27""","7,050.00",,366,Active
22,"2023-684,2023-685(2)",2023-11-06,17,2,"UPS, Secure 2000VA/1400Watts","5,300.00",,366,Active
23,"2023-750,2023-751",2023-11-15,17,2,"HDMI Cable, Ugreen 10 meters","1,064.00",,366,Active
24,2023-347,2023-07-17,23,1,"Keyboard and Mouse, Logitech",700,,366,Active
25,"2024-096,2024-097,2024-098,2024-099,2024-100,2024-101",2024-01-03,17,6,"Headphone, Logitech G733, Wireless","5,500.00",,366,Active
26,2024-183,2023-12-21,17,1,"Portable Speakerphone, Jabra","15,000.00",,366,Active
27,"2024-241,2024-242,2024-243,2024-244,2024-245",2024-01-19,17,5,"Heavy Duty Office Stapler with staple remover, Metro Brand",105,,366,Active
28,2023-385,2023-07-24,30,1,Computer Central Processing Unit,"3,050.00",,366,Active
29,SPLV-2024-04-533,2023-10-16,17,1,"Extension Cord, Panther PSP-0394,5 meters, 6 outlets, 2500Watts","1,380.00",,366,Active
30,"SPLV-2024-04-552,SPLV-2024-04-553,SPLV-2024-04-554,SPLV-2024-04-555",2024-04-05,30,1,"Executive Office Chair, Black Synthetic Leather, with lumbar support, heavy duty","4,500.00",,366,Active
31,SPLV-2024-04-576,2024-04-05,30,1,"16-Port Network Switch, Black",185,,366,Active
32,SPLV-2024-07-683,2024-06-25,30,1,"HDMI Splitter, Ugreen, 1x4","1,650.00",,366,Active
33,SPHV-2024-07-688,2024-07-09,30,1,"Laptop, Acer AL14-51M-57HI i5-1235U 8GB 512GB SSD 14"" Shared Win 11 H&S Silver ","36,150.00",,366,Active
34,SPHV-2024-07-709,2024-07-17,30,1,"Portable Tablet, Samsung Tab S9+","42,900.00",,366,Active
35,"SPLV-2024-12-1046,SPLV-2024-12-1047,SPLV-2024-12-1048,SPLV-2024-12-1049,SPLV-2024-12-1050",2024-11-28,30,5,"Extension Wheel, 15M 2500W, Omni","1,700.00",,366,Active
36,"SPHV-2025-01-038,SPHV-2025-01-039",2025-01-20,23,2,XTUGA M-6604S Professional 4 Channel UHF Wireless,"20,000.00",,366,Active
1,2018-474A,2018-10-15,30,1,"Portable Audio System, INGKA F34, 1 pc Microphone","7,000.00",,335,Active
2,2019-098,2019-01-23,30,1,"UPS, KSTAR Line Interactive 1200VA/900W","5,460.00",,335,Active
3,"2019-743,2019-744",2019-10-16,17,2,"Mouse Optical, USB Connection type, A4Tech",220,,335,Active
4,2020-0103,2020-01-20,30,1,"LAPTOP, Windows 10 Home, Processor: Intel Celeron N3060 Processor, Dual Core Processor, LENOVO IDEAPAD S130","14,900.00",,335,Active
5,2020-1607,2020-10-08,30,1,"Full HD Webcam, Logitech C930E","8,500.00",,335,Active
6,2020-1609,2020-10-08,30,1,"Monitor, Asus V2239 HE 23"" IPS","8,000.00",,335,Active
7,2020-1675,2020-10-12,30,1,"Portable Conference Omni-Directional Speakerphone, JABRA 510","12,990.00",,335,Active
8,21-08-69,2021-08-03,30,1,CPU Assembled,"44,603.00",,335,Active
9,2021-1615,2021-10-06,17,1,"Monitor, Viewplus 23.8""","6,678.00",,335,Active
10,2023-881,2023-12-15,30,1,"Laptop, Acer TMP-214, 14""","40,250.00",,335,Active
11,2023-882,2023-12-18,30,1,"Swivel Chair, Executive, faux leather, with fixed arm rest, 5 metal feet and wheels, heavy duty, tilt lock mechanism, adjustable","5,000.00",,335,Active
12,SPLV-2024-04-530,2024-08-04,30,1,"Wireless Clicker, Prolink PWR 108G","1,000.00",,335,Active
14,2017-539,2017-12-13,17,1,Perculator 15L,"5,532.00",for waste,335,For Waste
17,SPHV-2024-11-979,2024-10-30,30,1,"Printer, Epson L5290","14,000.00",,335,Active
18,SPHV-2024-12-1133,2024-12-16,30,1,"Laptop, MSI Modern 15","48,900.00",,335,Active
1,2017-209,2017-03-20,30,1,"Overhead Projector, Portable, Pocket","12,790.00",,248,Active
2,"ICS 16-330,ICS 16-331,ICS 16-332",2016-06-24,17,2,Folding Bed ,990,,248,Active
3,ICS 16-545,2016-11-07,17,1,"24' flat color TV, LED","8,500.00",,248,Active
4,ICS 16-542,2016-11-07,17,1,Paper Ream Cutter A3 Size ,"1,300.00",,248,Active
5,"ICS 16-352,16-353",2016-04-15,17,2,"Stoke Basket, stainless","9,700.00",,248,Active
6,"2017-221,2017-222,2017-223,2017-224,2017-225,2017-226,2017-227,2017-228,2017-229,2017-230",2017-04-03,30,10,"Waterproff VHF 128 Channel Handheld Radio, Black (ICOM icv 88)","12,100.00",,248,Active
7,"2017-231,2017-232,2017-233,2017-234,2017-235,2017-236,2017-237,2017-238,2017-239,2017-240",2017-04-03,30,9,"Emergency Light, Rechargeable, Solar Powered (Firefly w/ Solar Charger & USB Mobile Phone Charger","3,200.00",,248,Active
8,"2017-394,2017-395",2017-10-24,17,2,Portable External Hard Drive,"5,388.00",,248,Active
9,ICS 490-10,,17,1,"Steel Cabinet, 2 drawers, lateral","7,295.00",,248,Active
10,2018-267,2018-07-09,17,1,"Digital Camera, with at elast 20MP at least 24x optical zoom, Sony D5C H300 ","12,508.00",,248,Active
11,2017-241,,30,1,Microwave touch control panel electrical display,"5,055.00",,248,Active
12, 2016-037,2016-10-27,17,1,VHF Radio Transceiver,"14,040.00",,248,Active
13,"2018-538,2018-539,2018-540,2018-541,2018-542,2018-543,2018-544,2018-545,2018-546,2018-547,2018-548,2018-549,2018-550,2018-551",2018-07-01,17,14,"CPR Mannequin, CHILD","14,995.00",,248,Active
14,"2018-552,2018-553,2018-554,2018-555,2018-556,2018-557,2018-558,2018-559,2018-560,2018-561,2018-562",2018-07-01,17,11,"CPR Mannequin, ADULT","14,995.00",,248,Active
15,2019-09-054,1905-07-11,30,1,"Laptop, Apple Notebook, Macairbook 13.3"" x 1.8 Ghz, Dual COre, Intel Core i5 18GB/126GB HD Graphics","65,100.00",,248,Active
16,2019-09-050,1905-07-11,30,1,"Pocket LCD Projector, 150 lumens, built in 6000mAh Battery up to 5 hour projection, powerbank Acer C200","29,000.00",,248,Active
17,1714-16E,,30,1,"CPR Mannequin, half body Child with Clicker","15,000.00",,248,Active
18,"1725-16E,1726-16E,1727-16E,1728-16E",,30,4,"CPR Mannequin, half body Child with Clicker","15,000.00",,248,Active
19,"802-15E,820-15E,821-15E,822-15E,823-15E,824-15E",,30,6,KENDRICKS EXTRACATION DEVICE (KED),"7,300.00",,248,Active
20,2018-856,1905-07-10,30,1,Portable PA System,"14,880.00",,248,Active
21,2020-1033,2020-01-09,30,1,LPG GAs Tank 11kg,"3,950.00",,248,Active
22,2019-456(1),1905-07-11,30,1,"SWIVEL CHAIR, executive, leather, high back",,,248,Active
23,"2019-305,2019-306,2019-307,2019-308,2019-309",2019-03-22,17,5,Wireless mouse,"1,650.00",Fr. K.Son,248,Active
24,"2019-315,2019-316",2019-03-22,17,2,"extension cord, 4.5 meter, 6 sockets","1,650.00",Fr. K.Son,248,Active
25, 2019-310,2019-03-22,30,1,"tablet, 8"", samsung galaxy Tab A w/ S pen","14,700.00",Fr. K.Son,248,Active
26,"2019-011,2019-012",2019-01-04,17,2,Pocket wifi. Communication system,"3,295.00",Fr. K.Son,248,Active
27,"2019-013,2019-014",2019-01-04,17,2,"USB hub (3-4 ports, USB 3.0)",425,Fr. K.Son,248,Active
28,2018-816,2018-12-20,30,1,"Label Printer, Brother QL 800w, Leadtime: 2-3","13,000.00",Fr. K.Son,248,Active
29,"2019-330,2019-331,2019-332,2019-333",1905-07-10,30,4,Spine board,"8,400.00",Fr. K.Son,248,Active
30,2019-328,2019-03-29,30,1,water shower heater,"4,800.00",Fr. K.Son,248,Active
31,2019-329,2019-03-29,23,1,"Kitchen utensils Set: (1 ladle, 1 vegetable peler, 1 9"" Utility Knife 1 Deep Spoon, 1 Rubber Tong)","2,500.00",Fr. K.Son,248,Active
32,"2019-339,2019-340",2019-04-22,17,2,"Signal Booster, All-in-one, 2G, 3G, 4G LTE","4,500.00",Fr. K.Son,248,Active
33,2019-09-051,1905-07-11,30,1,"Pocket Lcd Projector, 150 lumens, built in 6000mAh battery up to 5 hour projection powerbank Acer C200","29,000.00",Fr. K.Son,248,Active
34,2019-456(2),2019-05-08,17,1,"Swivel Chair, Faux leather, high (soho)","3,195.00",Fr. K.Son,248,Active
35,2019-672,2019-09-02,17,1,"Wall clock (plastic, 35cm x 5cm)",850,Fr. K.Son,248,Active
36,2019-526,2019-06-20,17,1,"Whiteboard (48x36) mobile magnetic with stand, silver","1,800.00",Fr. K.Son,248,Active
37,2019-481,2019-06-04,17,1,"UPS, 650VA, heavy duty, APC 1100V A","6,990.00",Fr. K.Son,248,Active
38,2021-1839,2021-11-25,30,8,"Mobile Phone, Samsung Galaxy A12 (6GB + 128GB)","9,990.00",from: M. Munoz,248,Active
39,186-2K,2000-03-20,17,1,"Office Table 28"" x48""","5,950.00",from: M. Calpito,248,Active
40,2021-1063,2021-08-03,17,1,"UPS, EATON 5L 1200 USB, 1200VA/600W, 230V","6,800.00",,248,Active
41,21-08-95,2021-08-03,30,1,CPU Assembled,"44,603.00",,248,Active
42,2021-1364,2021-08-06,30,1,"Keyboard, Logitech",700,,248,Active
43,2021-1437,2021-08-03,17,1,"Mouse, Logitech",400,,248,Active
44,2021-1815,2021-10-28,17,1,"Monitor, Viewplus 23""","6,678.00",,248,Active
45,2023-278,2023-06-01,17,1,"Gaming Chair, Black","7,000.00",,248,Active
46,2023-551,2023-10-03,17,1,"Stereo Bluetooth Headset, Logitech","9,000.00",,248,Active
47,2023-548,2023-10-02,30,1,"Notebook, Galaxy Tab 8, Gray, 128GB/4GB","20,600.00",,248,Active
48,2023-627,2023-10-19,17,1,"Printer, Epson L6270","18,000.00",,248,Active
49,2020-1500,2023-08-07,17,1,Webcam for Voice Over Internet Protocol Calls,"8,900.00",from: M. Calpito,248,Active
50,2023-740,2023-11-17,17,1,"Office Table, glass top with side drawers","7,425.00",,248,Active
1,862-11,2011-09-21,30,1,"Cabinet, 3 drawers, stainless","7,000.00",,270,Active
2,910-11,2011-10-07,30,1,"LCD Multimedia Projector, Acer","22,425.00",,270,Active
3,032-12,2012-02-13,30,1,"Refrigerator, 4cu. Ft., Eurotek","6,562.00",,270,Active
4,078-12,2012-05-02,30,1,Steel cabinet,"5,565.00",,270,Active
5,181-12,2012-12-12,30,1,"Refrigerator, Sanyo, 6cu.ft.","9,500.00",,270,Active
6,0010-13,2013-01-16,30,1,"Digital camera, powershot A, 4000 IS 16","8,900.00",,270,Active
7,40-04,2004-07-22,30,1,Overhead projector portable,"8,500.00",,270,Active
8,498-10,2010-11-24,30,1,"Cabinet, 2 drawers/lateral (steel)","7,295.00",,270,Active
9,ARE 14-335,2014-09-18,30,1,Executive Swivel chair,"2,106.38",,270,Active
10,544-15E,2015-04-14,30,1,Sphygmomanometr,"9,890.00",,270,Active
11,644-15E,2015-04-14,30,1,Stethoscope,"6,000.00",,270,Active
12,2016-007,2016-12-06,17,1,"Portable external drive, ultra slim","5,900.00",,270,Active
13,"2017-216,2017-217,2017-218",2017-03-30,30,3,"Conference table, foldable, plastic ,rectangle, 72""x30"" whi8te or gray","10,500.00",,270,Active
14,16-228,2016-04-28,30,1,Biometrics Fingerprint Reader,"13,750.00",,270,Active
15,2017-007,2016-12-06,30,1,"Portable External Drive, 2 TB","5,900.00",,270,Active
16,2017-12-042,2017-12-08,30,1,"Desktop Computer, HP 280 G2 Microtower","49,151.74",,270,Active
17,2018-01-001,2017-12-21,30,1,"Projector, EPSON","47,300.00",,270,Active
18,ARE 14-336,2014-09-18,30,1,Executive Swivel chair,"2,106.38",,270,Active
19,2018-454,2018-09-26,30,1,MASCOT FOR STI/HIV AIDS Advocacy (Condom),"14,150.00",,270,Active
20,2019-050,2019-01-15,30,1,"TELEVISION, Full HD w/ Smart TV Functionally, PENSONIC","9,400.00",,270,Active
21,15-116,2015-06-10,30,1,"COMPUTER DESKTOP (Acer Model, X4620G)","25,000.00",,270,Active
22,2019-01-013,2018-06-19,30,1,"TABLET, Android, Samsung TAB S2, 8""","22,098.00",,270,Active
23,2019-12-078,2019-12-04,30,1,"Laptop, Hp Elitebook x 360 1030 G2, processor: Intel core i5-7th Gen processor base clock speed, 2.5 Ghz Max turbo frequency 3.1GHz Max turbo frequency 3.1 Ghz cache 3mb cache, 2 cores; Memory 8gb DDR4-2133onboard; storage/hard disk-256GB solid state drive; camera-720p HD camera: SN: 5CG84920BD","68,640.00",,270,Active
24,"2020-1573,2020-1574,2020-1575,2020-1576,2020-1577,2020-1578,2020-1579,2020-1580",2020-09-24,17,8,"Single Foldable Table, 25.9""L x 19.9"", 28 inches in Height Top color white granite","1,450.00",,270,Active
25,2020-1661,2020-10-08,17,1,"Heavy Duty Extension Cord Reel, 3ft., 3-4gang","1,450.00",,270,Active
26,"2020-1934,2020-1935,2020-1936,2020-1937,2020-1938,2020-1939,2020-1940,2020-1941,2020-1942,2020-1943,2020-1944,2020-1945",2020-11-27,17,12,Palettes,"2,180.00",,270,Active
27,21-01-03,2020-06-16,30,1,"Photocopier, Ineo 206","50,000.00",,270,Active
28,"2021-094,2021-095,2021-096,2021-097,2021-098,2021-099,2021-100,2021-101,2021-102,2021-103",2021-01-18,23,10,"Table, foldable, adjustable, portable, plastic top with metal steel base, Lifetime","1,799.00",,270,Active
29,2020-1494,2020-09-07,17,1,JABRA Speak 410 (Speakerphone for voice over Internet Protocol Calls),"6,160.00",,270,Active
30,2021-852,2021-07-19,30,1,HP Multi-Function Laserjet Printer,"11,180.00",,270,Active
31,2021-715,2021-05-07,17,1,"HDMI Converter, male to female VGA",695,,270,Active
32,2021-364,2021-03-11,17,1,Adapter C Type to LAN,790,,270,Active
33,2021-722,2021-05-07,17,1,HDMI to VGA Adapter,695,,270,Active
34,"2021-1238,2021-1239",2021-08-20,17,2,"Emergency Light, NSS brand","1,400.00",,270,Active
35,"2021-1292,2021-1293",2021-09-03,30,2,"Camera, C920E, Logitech CP20E","5,000.00",,270,Active
36,"2021-1454,2021-1456",2021-09-14,17,2,"External Hard Drive, 1TB,Toshiba","2,950.00",,270,Active
37,"2021-1624,2021-1625,2021-1626",2021-10-15,17,3,"Rescue/Emergency Stertcher, JK-F1-7","6,500.00",,270,Active
38,2021-1692,2021-10-29,17,1,"Voice Recorder, 4GB Sony","4,000.00",,270,Active
39,2021-1828,2021-11-25,30,1,"Mobile Phone, Samsung Galaxy A12 (6GB+128GB)","9,990.00",,270,Active
40,21-05-39,1905-07-13,30,1,"Laptop, Acer Nitro 5","57,000.00",,270,Active
41,2021-1416,2021-09-03,17,1,"Headphone, Plantronics","3,220.00",,270,Active
42,2019-01-014,2018-06-01,30,1,"TABLET, Android SAMSUNG TAB S2, 8""","22,098.00",from: J. Bestre,270,Active
43,ARE 14-337,2014-09-18,30,1,Executive Swivel chair,"2,106.38",from: J. Bestre,270,Active
45,"2022-017(2),2022-018",2022-01-07,17,2,"Steel rack Organizer w/ Wheels, 3 layers","3,400.00",,270,Active
46,"2022-019,2022-020,2022-021,2022-022,2022-023,2022-024,2022-025,2022-026,2022-027,2022-028",2022-01-07,17,10,"Folding Table, 18"" x 26""","2,500.00",,270,Active
47,22-01-004,2022-01-10,30,1,"Laptop, Lenovo Legion 5","67,000.00",,270,Active
48,"2019-406,2019-407",1905-07-11,30,2,"Huawei Pocket Wifi, with globe and smart sim card","3,918.85",,270,Active
49,2019-326,,30,1,"Dating and Stamping Machine, Heavy Duty",485,,270,Active
50,2019-320,,30,1,"Printer, Brother T700","12,000.00",,270,Active
51,2020-047A,2020-01-13,30,1,"Printer, Epson L3110","8,050.00",,270,Active
52,2022-134,2021-12-10,30,1,Megaphone Speaker,"2,450.00",,270,Active
53,2022-140,2021-12-10,30,1,"Public Address, Konzert","7,500.00",,270,Active
54,2022-113,2022-01-24,30,1,"Powerstation for Cellphone and Computer Laptop, Promate 240s","10,800.00",,270,Active
55,32-03,2003-11-30,30,1,CPU with complete accessories,"37,504.26",,270,Active
56,408-14,2013-01-16,30,1,"Desktop Computer, Acer, Monitor Only","49,745.00",,270,Active
57,2017-548,2017-08-11,30,1,"Air Cooler, Dowell, ARC 18, Black","3,495.00",,270,Active
58,2023-079,2023-03-08,30,1,"Laptop, MSI GF63 Thin","48,760.00",,270,Active
59,2023-087,2023-03-08,17,1,"External Hard Drive, Transcend","3,100.00",,270,Active
60,21-09-129,2021-07-09,30,1,"Laptop Computer, Acer Nitro 5","50,562.00",,270,Active
61,2023-117,2023-04-12,17,1,"Swivel Chair, Executive, Leather, High back with armrest, 6 metal feet and wheels, heavy duty, adjustable, black","5,950.00",,270,Active
62,2023-174,2023-04-13,17,1,"Office Table, with center drawer & 3-side drawers with lock, narra plywood, strong and durable, natural color","8,000.00",,270,Active
63,2023-274,2023-06-01,17,1,"Gaming Chair, Black","7,000.00",,270,Active
64,2023-550,2023-10-03,17,1,"Stereo Bluetooth Headset, Logitech","9,000.00",,270,Active
65,2023-626,2023-10-19,17,1,"Printer, Epson L6270","18,000.00",,270,Active
66,2023-736,2023-11-17,17,1,"Office Table, glass top with side drawers","7,425.00",,270,Active
67,2023-743,2023-11-15,30,1,"Mirrorless Camera, Sony 16-50mm Power zoom for Alpha 6400","14,800.00",,270,Active
68,2023-744,2023-11-15,30,1,"Mirrorless Camera Body, Sony A6400","49,995.00",,270,Active
69,SPHV-2024-04-537,2024-04-11,30,1,"Laptop,  Asus FA506NF-HN005W Ryzen 5 7535HS 8GB 512GB SSD, 15.6""Win 11, with bag","48,600.00",,270,Active
70,SPHV-2024-03-407,2024-03-08,17,1,"Portable Scanner, Epson DS-310","19,495.00",,270,Active
71,SPHV-2024-11-1002,2024-11-15,23,1,Food Model Set,"25,000.00",,270,Active
72,SPHV-2024-12-1113,2024-12-11,17,1,"HEavy Duty Comb Binding Machine, Officom","9,000.00",,270,Active
73,SPHV-2024-12-1109,2024-12-10,23,1,"Desktop Computer Unit, CPU- intel i5, UPS-AWP 650VA/390W, Wired Keyboard and Mouse-Rapoo; Monitor-NVision 23.8"" 100hz","32,750.00",,270,Active
74,SPHV-2024-12-1130,2024-12-13,17,1,"Water Dispenser,   Xtreme Cool","8,400.00",,270,Active
1,22-08-059,2021-09-14,30,1,"Laptop, Acer Nitro 5","64,000.00",,404,Active
2,2021-1383,2021-08-26,17,1,"Keyboard, Logitech",700,,404,Active
3,074-12,2012-04-26,30,1,"Office Table, Pinewood","8,700.00",from: J. Daoas,404,Active
4,2019-531,2019-07-11,30,1,Foldable Trolley,"4,240.00",from: J. Daoas,404,Active
5,2019-707,2019-10-01,30,1,"Heavy Duty Foldable Trolley, 300kg capacity, 4 wheels platforms trolly, 7.5kg weight, 75 x 50 x 90cm","3,500.00",from: J. Daoas,404,Active
6,2020-1081,2020-02-06,30,1,"Printer, HP Laserjet Pro M12A ","5,195.00",from: J. Daoas,404,Active
7,2020-1012,2020-01-22,30,1,"Oscillating Tower Fan, with ionizer, caster wheels with stopper, ermote and manual control, 32-height","3,199.75",from: J. Daoas,404,Active
8,2020-1497,2020-09-07,30,1,Jabra Speak 410 (Speakerphone for Voice Over Internet Protocol Calls),"6,160.00",from: J. Daoas,404,Active
9,2020-1502(1),2020-08-07,30,1,"Webcam for Voice Over Internet Protocol Calls, Logitech","8,900.00",from: J. Daoas,404,Active
10,2022-484,2022-09-05,17,1,"Keyboard, A4Tech",400,,404,Active
11,2022-492,2022-09-07,17,1,"Monitor, Atlas, Gamdias 21.5""","4,870.00",,404,Active
12,2022-730,2022-12-28,30,1,CPU Assembled,"40,700.00",,404,Active
13,2023-082,2023-03-08,30,1,"Laptop, MSI GF63 Thin","48,760.00",,404,Active
14,2023-090,2023-03-08,17,1,"External Hard Drive, Transcend","3,100.00",,404,Active
15,2022-553,2022-09-30,17,1,"Mouse, A4Tech",150,,404,Active
16,2022-061,2022-01-13,30,1,"All-in-One Wireless Printer, HP 615","13,990.00",,404,Active
17,2023-177,2023-04-13,17,1,"Office Table, with center drawer & 3-side drawers with lock, narra plywood, strong and durable, natural color","8,000.00",,404,Active
18,2023-120,2023-04-12,17,1,"Swivel Chair, Executive, Leather, High back with armrest, 6 metal feet and wheels, heavy duty, adjustable, black","5,950.00",,404,Active
19,2019-09-053,,30,1,"Laptop, Apple Notebook, Macairbook 13.3'' x 1.8 Ghz Dual Core, Intel Core i5 18GB/126GB HD","65,100.00",from: R. Tubaña,404,Active
20,2021-1203,2021-08-09,30,1,"Clip on portable microphone, rechargeable, clear sound","1,495.00",from: N. Orprecio,404,Active
21,"ICS 16-313,ICS 16-314",2016-05-23,30,2,"Shelves, Pinewood","7,500.00",from: N. Orprecio,404,Active
22,16-015,2016-05-23,30,1,"Shelves, Pinewood","15,000.00",from: N. Orprecio,404,Active
23,2016-12-049,2017-12-13,30,1,Acer Veriton X4110G Desktop Set,"26,509.60",from: N. Orprecio,404,Active
24,21-09-92,2021-09-03,30,1,Assembled CPU,"44,903.00",from: N. Orprecio,404,Active
25,2017-140,1905-07-09,30,1,"Table, Pinewood","7,000.00",from: N. Orprecio,404,Active
26,2020-1795,2020-11-09,30,1,"Ergonomic Chair, w/ armrest","4,990.00",from: N. Orprecio,404,Active
27,218-14,2014-07-14,30,1,Assembled CPU,"19,176.19",from: N. Orprecio,404,Active
28,2020-047C,2020-01-13,30,1,"PRINTER, 3-in-1, Refillable Ink Tank System Printer, EPSON L3110","8,050.00",from: N. Orprecio,404,Active
29,21-09-133,2021-09-07,30,1,"Laptop Computer, Acer Nitro 5","50,562.00",from: N. Orprecio,404,Active
30,859-11,2011-09-21,30,1,"Cabinet, 3 drawers, stainless","7,000.00",from: N. Orprecio,404,Active
31,2019-01-026,2018-06-19,30,1,"Tablet, Samsung Tab S2, 8""","22,098.00",,404,Active
32,2021-327,2021-03-24,30,1,Lactation Tent for Emergencies (Outdoor),"1,890.00",from: N. Orprecio,404,Active
33,"2021-1029,2021-1036,2021-1067",2021-08-03,30,3,"UPS, EATON 5l 1200 USB, 1200VA/600W, 230V","6,800.00",from: N. Orprecio,404,Active
34,2017-499,2017-12-04,30,1,"Swivel Chair, w. armrest, black, steelmate, with foam and padding","6,367.00",from: N. Orprecio,404,Active
35,033-12,2012-02-01,30,1,"Refrigerartor, Sharp, 4 cu. Ft.","8,957.00",from: N. Orprecio,404,Active
36,"2020-1187,2020-1188,2020-1189,2020-1190",2020-03-10,30,4,Spine Board,"8,400.00",from: N. Orprecio,404,Active
37,073-12,2012-04-26,30,1,"Office Table, Pinewood","8,700.00",from: N. Orprecio,404,Active
38,2021-1830,2021-11-25,30,1,"Mobile Phone, Samsung Galaxy A12 (6GB + 128GB)","9,990.00",from: N. Orprecio,404,Active
39,2021-1598,2021-10-06,17,1,"Monitor, Viewplus 23.8""","6,678.00",from: N. Orprecio,404,Active
40,2021-1329,2021-09-03,17,1,"Mouse, optical, USB connection type",400,from: N. Orprecio,404,Active
41,"2020-1825,2020-1826,2020-1827,2020-1828,2020-1829",2020-11-27,30,5,Pallettes,"2,180.00",from: N. Orprecio,404,Active
42,2021-1319,2021-09-03,17,1,"Keyboard, multimedia laser printing, USB wired and 1.5meter cable",700,from: N. Orprecio,404,Active
43,2021-334,2021-03-25,30,1,Girl Toy Doll Model,"2,000.00",from: N. Orprecio,404,Active
44,"2023-870,2023-871",2023-12-06,30,2,"Smart Tablet-Notebook, Samsung Galaxy Tab S9 FE 5G","48,990.00",,404,Active
45,"2023-869,2023-931",2023-12-11,17,2,"Wireless Bluetooth Speaker, Edifier A3-8S","7,650.00",,404,Active
46,2024-246,2024-01-17,17,1,"Smart Television, LG 55""","25,300.00",,404,Active
47,2020-06-0145,2020-07-02,30,1,"Desktop computer w/ mouse and Keyboard, Acer Veriton M2640G","39,208.00",,404,Active
48,2020-1554,2020-09-17,30,2,"Uninterruptible Power Supply, 550watts/1100VA, with two battery back ups, with universal & IEC sockets, with surge protector, heavy duty","7,000.00",,404,Active
49,2020-06-0148,2020-07-02,30,1,"Desktop computer w/ mouse and Keyboard, Acer Veriton M2640G","39,208.00",,404,Active
50,"2024-247,2024-248,2024-249,2024-250,2024-251,2024-252",2024-01-18,17,6,"Office Table, with glass top and side drawers","8,800.00",,404,Active
51,2024-182,2023-12-28,17,1,"Camera, Nikon D3400 18-55 VR  Kit","48,999.00",,404,Active
52,SPHV-2024-03-464,2024-03-20,30,1,"Airconditioner, Split Type, Whirlpool, Model: SAH12CIW, 230V, White","49,500.00",,404,Active
53,SPHV-2024-04-540,2024-04-11,30,1,"Laptop,  Asus FA506NF-HN005W Ryzen 5 7535HS 8GB 512GB SSD, 15.6""Win 11, with bag","48,600.00",,404,Active
54,"SPHV-2024-04-523,SPHV-2024-04-524,SPHV-2024-04-525,SPHV-2024-04-526",2024-03-20,30,4,"Office Chair, Gamdias Zelus E2, Multifunction PC GAming Chair","6,350.00",,404,Active
55,"SPHV-2024-03-477,SPHV-2024-03-478,SPHV-2024-03-479",2024-03-22,30,3,"Desktop Computer, CPU i7, Monitor (Asus 23.8"") , Keyboard & Mouse (Logitech MK120), and UPS (Eaton 1200va/650W)","48,750.00",,404,Active
56,SPHV-2024-09-807,2024-08-30,30,1,"Printer, HP Smart Tank 750, Wireless All-in-One","17,850.00",,404,Active
57,SPLV-2024-09-808,2024-08-30,17,1,"Emergency Light, Omni","3,300.00",,404,Active
58,SPHV-2024-10-965,2024-10-03,30,1,"Biometrics Machine, ZKTeco uFace 800","34,500.00",,404,Active
59,"SPHV-2024-10-977,SPHV-2024-10-978",2024-10-21,30,2,"Printer, Brother DCP T720DW","14,400.00",,404,Active
